Gears 5 Campaign,Free,Personalization  >  Themes,36.38 MB,Gears 5 Campaign - Campaign mode for the Gears 5 video game.
Microsoft Edge DevTools Preview,Free,Developer tools  >  Development kits,28.57 MB,Microsoft Edge DevTools Preview - Preview version of Microsoft Edge Developer Tools.
Coolle Office Suite Pro,Free,Productivity,948.56 MB,Coolle Office Suite Pro - Professional office suite for document editing and creation.
Rar Zip Extractor Pro,Free,Utilities & tools,44.29 MB,Rar Zip Extractor Pro - Advanced extractor supporting various archive formats.
Universal Bluetooth Pad,Free,Developer tools  >  Utilities,18.05 MB,Universal Bluetooth Pad - Utility for using Bluetooth-enabled devices as input pads.
Avira Phantom VPN,Free,Productivity,28.71 MB,Avira Phantom VPN - VPN service for secure and anonymous internet browsing.
Rainbow of Birds by Tracie Louise,Free,Personalization  >  Themes,11.2 MB,Rainbow of Birds by Tracie Louise - Premium wallpaper collection featuring colorful birds.
Swimming Holes,Free,Personalization  >  Themes,18.02 MB,Swimming Holes - Wallpaper collection featuring scenic swimming holes.
3D Solar System - Planets view: observe astronomical phenomena and complete tests,Free,Education,645.93 MB,3D Solar System - Planets view: Observe astronomical phenomena and complete tests.
Fotor - Photo Editor & Design,Free,Photo & video,554.21 MB,Fotor - Photo Editor & Design - Comprehensive photo editing and design tool.
"Nebula Office PDF Suite: PDF Editor & Reader, Annotate PDF, Merge PDF, Split PDF, Create PDF, Convert PDF",Free,Productivity,73.25 MB,"Nebula Office PDF Suite: PDF Editor & Reader, Annotate PDF, Merge PDF, Split PDF, Create PDF, Convert PDF - PDF suite for various document operations."
Desktop Client for Twitch,Free,Photo & video,178.55 MB,Desktop Client for Twitch - Desktop client for accessing Twitch streaming platform.
Drift Max Racing,Free,Entertainment,142.05 MB,Drift Max Racing - Racing game with a focus on drifting.
Moto GP20,Free,Sports,39.04 MB,Moto GP20 - Racing game based on the MotoGP series.
Best VPN Unlimited proxy,Free,Security  >  Personal security,1.33 MB,Best VPN Unlimited proxy - VPN service for secure and unrestricted internet access.
Try a Little Tenderness,Free,Personalization  >  Themes,13 MB,Try a Little Tenderness - Premium wallpaper collection featuring tender moments.
"Image to Text - File Scanning, Convert and Manager: text editor, transfer and printing",Free,Productivity,46.98 MB,"Image to Text - File Scanning, Convert and Manager: Text editor, transfer, and printing - Convert images to text, with text editing and management features."
Forza Hub,Free,Entertainment,18.82 MB,Forza Hub - Hub for accessing content related to the Forza racing game series.
Fields of Flowers,Free,Personalization  >  Themes,17.92 MB,Fields of Flowers - Wallpaper collection featuring picturesque fields of flowers.
Liberty Book Reader,Free,Books & reference  >  E-reader,848.84 KB,Liberty Book Reader - Digital book reader with a focus on liberty-related content.
Web Media Extensions,Free,Utilities & tools,3.03 MB,Web Media Extensions - Extensions for web media support on Windows.
Explore the USA PREMIUM,Free,Personalization  >  Themes,10.6 MB,Explore the USA PREMIUM - Premium wallpaper collection featuring the USA.
"Free Color Picker: color picker from screen, html color picker, hex color picker",Free,Multimedia design  >  Illustration & graphic design,28.88 MB,"Free Color Picker: Color picker from screen, HTML color picker, hex color picker - Tools for picking and managing colors from various sources."
Nitrado,Free,Entertainment,4.57 MB,Nitrado - Platform for managing game servers.
"Poster Maker - Poster Design, Flyer Maker & Ad Maker",Free,Photo & video,69.34 MB,"Poster Maker - Poster Design, Flyer Maker & Ad Maker - Design tool for creating posters, flyers, and ads."
Near Side of the Moon,Free,Personalization  >  Themes,9.67 MB,Near Side of the Moon - Wallpaper collection featuring the moon's near side.
HP System Information,Free,Utilities & tools,1.42 MB,HP System Information - Utility for accessing and viewing system information on HP devices.
Mortal Kombat ~ Fatalities,Free,Entertainment,23.12 MB,Mortal Kombat ~ Fatalities - Content related to fatalities in the Mortal Kombat series.
"Real PC Cleaner - Free Disk Space Clean Up with Duplicate Files & Large Files Remover & Optimizer: Disk Cleanup, Speed Up PC, Master Cleaner",Free,Utilities & tools,28.35 MB,"Real PC Cleaner - Free Disk Space Clean Up with Duplicate Files & Large Files Remover & Optimizer: Disk Cleanup, Speed Up PC, Master Cleaner - Cleaning tool for optimizing disk space and system performance."
MoneyControl,Free,Personal finance,3.04 MB,MoneyControl - Financial management app for tracking expenses and income.
Running Horses,Free,Personalization  >  Themes,9.71 MB,Running Horses - Wallpaper collection featuring running horses.
Pop It Fidget 3D - Relaxing Toys Trading Master,Free,Entertainment,95.36 MB,Pop It Fidget 3D - Relaxing Toys Trading Master - Game related to fidget toys trading.
Bicycles,Free,Personalization  >  Themes,14.66 MB,Bicycles - Wallpaper collection featuring various bicycles.
Alienware Mobile Connect,Free,Productivity,68.41 MB,Alienware Mobile Connect - Connect Alienware devices to mobile devices for seamless integration.
Virtual Breadboard,Free,Education  >  Instructional tools,153.14 MB,Virtual Breadboard - Virtual simulation of electronic circuits and breadboards.
Unlimited Free Music Downloader,Free,Music,85.69 MB,Unlimited Free Music Downloader - Tool for downloading unlimited free music.
Typing Test Free,Free,Utilities & tools,31.7 MB,Typing Test Free - Free typing test for assessing typing speed and accuracy.
Gallery HD,Free,Photo & video,698.63 KB,Gallery HD - High-definition gallery app for managing photos and videos.
Audio Trimmer & Merger,Free,Music,19.45 MB,Audio Trimmer & Merger - Tool for trimming and merging audio files.
Care Center S,Free,Productivity,32.78 MB,Care Center S - Utility for managing and optimizing system performance.
"PDF Extra - Edit, View, Fill, Sign & Convert PDFs",Free,Productivity,314.54 MB,"PDF Extra - Edit, View, Fill, Sign & Convert PDFs - Feature-rich PDF suite for editing, viewing, signing, and converting PDF files."
Best of Bing 2018 Exclusive,Free,Personalization  >  Themes,11.19 MB,Best of Bing 2018 Exclusive - Collection of the best Bing wallpapers from 2018.
Whiteboard - Draw Your Ideas,Free,Entertainment,266.24 MB,Whiteboard - Draw Your Ideas - Digital whiteboard for drawing and ideation.
TurboWarp,Free,Developer tools,254.27 MB,TurboWarp - Platform for creating and running Scratch projects.
Book Bazaar Reader,Free,Books & reference  >  E-reader,31.14 MB,Book Bazaar Reader - Digital book reader with a focus on an extensive book bazaar.
Free Nature Wallpapers,Free,Personalization  >  Wallpaper & lock screens,79.57 MB,Free Nature Wallpapers - Collection of free wallpapers featuring nature.
Free Timer,Free,Utilities & tools,11.03 MB,Free Timer - Timer tool for various timing needs.
MetaMoJi Note Lite,Free,Productivity,97.61 MB,MetaMoJi Note Lite - Note-taking app with Lite version features.
My Day: Plan your Goals,Free,Productivity,41.21 MB,My Day: Plan your Goals - Goal planning and tracking app for daily activities.
Flipkart Lite,Free,Shopping,352 KB,Flipkart Lite - Lightweight version of the Flipkart
Simple Video Trim & Merge,Free,Photo & video,22.27 MB,Simple Video Trim & Merge - Basic video editing functions like trimming and merging.
Film Maker - Free Movie Maker & Video Maker,Free,Photo & video,51.48 MB,Film Maker - Free Movie Maker & Video Maker - Comprehensive tool for creating and editing movies and videos.
Taskade,Free,Productivity,186 MB,Taskade - Collaboration platform for task management and project planning.
Video Editing,Free,Photo & video,32.36 MB,Video Editing - General video editing capabilities.
Architectural Structures PREMIUM,Free,Personalization  >  Themes,24.85 MB,Architectural Structures PREMIUM - Premium wallpaper collection featuring architectural structures.
Photo Editor-,Free,Photo & video,76.71 MB,Photo Editor- - General photo editing features.
Virtual Piano +,Free,Music,15.05 MB,Virtual Piano + - Virtual piano for playing music.
Fantastic Phenomena,Free,Personalization  >  Themes,15.93 MB,Fantastic Phenomena - Premium wallpaper collection featuring fantastic phenomena.
Hot Air Balloons,Free,Personalization  >  Themes,7.46 MB,Hot Air Balloons - Wallpaper collection featuring hot air balloons.
Undersea Life,Free,Personalization  >  Themes,11.22 MB,Undersea Life - Wallpaper collection featuring undersea life.
Invitation Card Maker: E-cards & Digital invites,Free,Photo & video,81.11 MB,Invitation Card Maker: E-cards & Digital invites - Tool for creating digital invitations and e-cards.
Scenic Europe 2 by Ingo Scholtes,Free,Personalization  >  Themes,12.46 MB,Scenic Europe 2 by Ingo Scholtes - Premium wallpaper collection featuring European landscapes.
CustomCrosshair,Free,Utilities & tools,25.72 MB,CustomCrosshair - Customizable crosshair tool for gaming.
Cut Paste : Background Eraser Superimpose,Free,Photo & video,61.37 MB,"Cut Paste : Background Eraser Superimpose - Image editing tool with cut, paste, background eraser, and superimpose features."
My Piano Phone,Free,Entertainment,69.23 MB,My Piano Phone - Virtual piano app for mobile devices.
"Clock (Live tile, alarm, timer)",Free,Utilities & tools,35.49 MB,"Clock (Live tile, alarm, timer) - Multi-functional clock app with live tile, alarm, and timer features."
Extramarks - The Learning App,Free,Education  >  Early learning,61.28 MB,Extramarks - The Learning App - Educational app for learning various subjects.
My Stocks Alerts & Charts,Free,Personal finance  >  Banking & investments,41.71 MB,My Stocks Alerts & Charts - Tool for tracking and analyzing stock market information.
Community Showcase Cityscapes 2,Free,Personalization  >  Themes,16.62 MB,Community Showcase Cityscapes 2 - Premium wallpaper collection showcasing cityscapes.
Better VPN - Best Free VPN & Unlimited Wifi Proxy,Free,Productivity,8.63 MB,Better VPN - Best Free VPN & Unlimited Wifi Proxy - VPN service for secure and unlimited internet access.
IPTV,Free,Entertainment,30.55 MB,IPTV - Application for streaming Internet Protocol Television (IPTV).
Flash Browser,Free,Productivity,5.6 MB,Flash Browser - Web browser with Flash support.
VPN Proxy Browser,Free,Security,5.14 MB,VPN Proxy Browser - Web browser with built-in VPN proxy.
GoTrust ID,Free,Security  >  Personal security,39.16 MB,GoTrust ID - Identity verification and security application.
Cheats for GTA,Free,Books & reference  >  Reference,3.2 MB,Cheats for GTA - Cheat codes and tips for Grand Theft Auto (GTA) games.
Take a Hike,Free,Personalization  >  Themes,15.98 MB,Take a Hike - Mobile app for planning and tracking hiking activities.
Calculator +,Free,Utilities & tools,26.3 MB,Calculator + - Advanced calculator app with additional features.
Photo Size Changer â€“ Pic Edit & Montage: ultimate editing tool for photos and pics,Free,Photo & video,37.73 MB,"Photo Size Changer – Pic Edit & Montage: Ultimate editing tool for photos and pics - Image editing tool with size-changing, editing, and montage capabilities."
My To-do List,Free,Productivity,10.75 MB,My To-do List - Task management app for creating to-do lists.
Dogs in Shades,Free,Personalization  >  Themes,18.35 MB,Dogs in Shades - Wallpaper collection featuring dogs wearing sunglasses.
Webp Image Extensions,Free,Utilities & tools,1.98 MB,Webp Image Extensions - Browser extensions for supporting WebP image format.
Dog Days,Free,Personalization  >  Themes,12.24 MB,Dog Days - Wallpaper collection featuring dogs in various settings.
Ditto Clipboard,Free,Productivity,10.63 MB,Ditto Clipboard - Clipboard manager for managing copied items.
Power Automate,Free,Productivity,327.6 MB,Power Automate - Automation tool for creating workflows and processes.
Video clip - Video crop video converter,Free,Photo & video,202.52 MB,Video clip - Video crop video converter - Video editing tool with clip and crop features.
GCompris,Free,Education,175.05 MB,GCompris - Educational software suite for children.
Glorious Blue,Free,Personalization  >  Themes,17.53 MB,Glorious Blue - Premium wallpaper collection featuring blue-themed images.
Convert Text to Speech,Free,Productivity,44.01 MB,Convert Text to Speech - Tool for converting text into speech.
Aajtak,Free,News & weather  >  News,4.04 MB,Aajtak - Mobile app for accessing news and information from Aajtak news channel.
Free GST Invoice Generator,Free,Business  >  Accounting & finance,32.95 MB,Free GST Invoice Generator - Tool for generating GST-compliant invoices.
OCR Scan-Image to text,Free,Productivity,127.07 MB,OCR Scan-Image to text - Optical Character Recognition (OCR) tool for scanning images and converting to text.
Magnificent Japanese Flora,Free,Personalization  >  Themes,18.86 MB,Magnificent Japanese Flora - Premium wallpaper collection featuring Japanese flora.
Cat Expressions,Free,Personalization  >  Themes,14.11 MB,Cat Expressions - Wallpaper collection featuring cats with various expressions.
"MySQL, SQL & DBMS-simpleNeasyApp by WAGmob",Free,Books & reference  >  Reference,20.76 MB,"MySQL, SQL & DBMS-simpleNeasyApp by WAGmob - Learning app for MySQL, SQL, and Database Management Systems (DBMS)."
S Note,Free,Productivity,99.82 MB,S Note - Samsung's note-taking application for stylus-enabled devices.
